device_trust,failed_attempts,request_frequency,network_anomaly,time_anomaly,previous_behavior,label,decision
19.19,7,104.86,90.6,89.1,16.89,HIGH_RISK,DENY
24.7,9,89.9,85.69,73.87,32.61,HIGH_RISK,DENY
12.48,10,68.48,76.17,96.76,16.94,HIGH_RISK,DENY
5.29,10,65.2,85.8,98.41,24.19,HIGH_RISK,DENY
18.7,12,96.87,82.59,83.82,20.23,HIGH_RISK,DENY
9.31,11,66.61,84.13,100.0,8.96,HIGH_RISK,DENY
6.21,10,89.04,94.66,81.3,13.83,HIGH_RISK,DENY
85.7,0,5.86,3.44,6.26,88.66,NORMAL,ALLOW
98.39,0,6.07,1.07,5.59,91.15,NORMAL,ALLOW
88.02,0,4.84,1.06,0.34,93.53,NORMAL,ALLOW
46.01,4,19.62,68.0,31.35,56.96,SUSPICIOUS,LIMITED
100.0,0,7.03,3.68,1.91,91.33,NORMAL,ALLOW
90.91,0,6.48,14.18,8.86,88.02,NORMAL,ALLOW
52.12,5,35.28,42.85,34.61,56.08,SUSPICIOUS,LIMITED
97.85,0,4.42,6.39,3.78,95.62,NORMAL,ALLOW
38.0,3,14.0,34.44,45.58,56.81,SUSPICIOUS,LIMITED
40.6,2,25.2,26.45,43.75,56.04,SUSPICIOUS,LIMITED
28.36,13,60.33,77.54,72.38,10.38,HIGH_RISK,DENY
89.19,1,4.87,0.59,0.06,96.1,NORMAL,ALLOW
49.87,4,37.38,38.86,55.99,65.5,SUSPICIOUS,LIMITED
83.45,1,7.74,2.4,2.39,86.39,NORMAL,ALLOW
72.0,2,38.88,41.12,41.8,72.0,SUSPICIOUS,LIMITED
13.21,7,73.33,78.59,65.67,23.89,HIGH_RISK,DENY
94.13,0,6.0,9.08,4.38,87.48,NORMAL,ALLOW
49.44,5,30.97,25.19,49.73,72.0,SUSPICIOUS,LIMITED
46.85,3,14.0,63.15,32.69,55.99,SUSPICIOUS,LIMITED
12.1,11,69.14,86.87,82.31,22.63,HIGH_RISK,DENY
59.38,6,16.68,64.2,52.35,55.71,SUSPICIOUS,LIMITED
12.84,6,62.93,78.23,78.6,16.29,HIGH_RISK,DENY
94.01,0,1.38,7.45,7.25,95.51,NORMAL,ALLOW
16.52,9,79.57,71.06,67.62,18.88,HIGH_RISK,DENY
86.65,0,4.57,2.34,1.71,89.31,NORMAL,ALLOW
86.21,0,3.36,3.44,2.58,92.57,NORMAL,ALLOW
52.03,3,32.37,31.8,67.82,53.34,SUSPICIOUS,LIMITED
53.98,6,30.89,48.49,45.73,38.0,SUSPICIOUS,LIMITED
52.24,2,31.42,26.83,25.16,72.0,SUSPICIOUS,LIMITED
62.16,2,24.44,50.81,42.86,66.1,SUSPICIOUS,LIMITED
48.79,5,30.79,40.85,28.64,52.75,SUSPICIOUS,LIMITED
91.64,0,5.43,0.82,1.63,93.1,NORMAL,ALLOW
93.12,0,7.95,0.05,1.07,91.76,NORMAL,ALLOW
57.48,5,21.47,24.59,37.68,52.64,SUSPICIOUS,LIMITED
57.25,3,22.9,52.9,34.76,59.18,SUSPICIOUS,LIMITED
53.77,2,30.73,53.12,37.47,60.62,SUSPICIOUS,LIMITED
24.87,7,93.28,95.5,64.45,16.37,HIGH_RISK,DENY
21.7,12,95.17,88.53,68.82,10.68,HIGH_RISK,DENY
100.0,0,3.41,0.5,1.11,81.5,NORMAL,ALLOW
51.19,3,26.63,47.8,44.87,51.05,SUSPICIOUS,LIMITED
42.05,2,31.11,48.35,39.73,46.49,SUSPICIOUS,LIMITED
89.0,0,4.41,0.7,2.52,98.01,NORMAL,ALLOW
86.99,0,6.92,1.25,2.37,85.79,NORMAL,ALLOW
94.2,0,9.3,9.5,3.49,90.64,NORMAL,ALLOW
94.49,1,4.3,1.48,0.69,86.57,NORMAL,ALLOW
51.23,6,26.03,46.18,57.27,60.07,SUSPICIOUS,LIMITED
20.74,13,85.24,71.36,79.64,23.9,HIGH_RISK,DENY
93.67,2,5.57,0.0,5.73,99.26,NORMAL,ALLOW
45.68,2,26.54,56.3,44.18,67.14,SUSPICIOUS,LIMITED
92.09,1,6.21,2.14,2.45,93.24,NORMAL,ALLOW
99.9,1,4.56,5.77,2.35,92.75,NORMAL,ALLOW
65.02,5,23.3,39.99,53.95,47.69,SUSPICIOUS,LIMITED
90.13,0,1.96,6.64,1.31,85.29,NORMAL,ALLOW
22.24,9,87.05,84.59,82.99,21.39,HIGH_RISK,DENY
88.08,0,2.64,5.16,3.88,89.05,NORMAL,ALLOW
15.19,9,64.28,84.2,89.69,16.39,HIGH_RISK,DENY
92.28,0,7.24,3.74,0.48,95.66,NORMAL,ALLOW
96.88,0,10.31,2.01,1.44,88.96,NORMAL,ALLOW
87.51,1,1.46,3.7,1.88,86.08,NORMAL,ALLOW
20.19,10,77.83,75.2,100.0,23.83,HIGH_RISK,DENY
59.96,3,27.55,29.4,28.14,59.95,SUSPICIOUS,LIMITED
47.02,4,34.23,44.31,50.49,52.15,SUSPICIOUS,LIMITED
4.48,9,64.7,71.24,65.14,18.22,HIGH_RISK,DENY
93.06,0,4.39,1.16,4.8,91.91,NORMAL,ALLOW
59.16,2,19.09,44.68,27.78,67.93,SUSPICIOUS,LIMITED
31.81,8,86.03,84.68,71.68,16.96,HIGH_RISK,DENY
42.59,2,28.63,55.86,42.23,51.77,SUSPICIOUS,LIMITED
6.33,6,81.42,86.1,67.13,29.79,HIGH_RISK,DENY
41.36,6,28.07,43.52,55.86,50.5,SUSPICIOUS,LIMITED
14.71,15,92.83,86.13,90.25,17.27,HIGH_RISK,DENY
61.81,5,22.92,48.26,58.05,46.24,SUSPICIOUS,LIMITED
5.0,11,97.79,77.79,75.49,27.76,HIGH_RISK,DENY
48.31,4,28.95,48.83,54.01,50.71,SUSPICIOUS,LIMITED
90.9,1,8.32,6.55,1.92,92.38,NORMAL,ALLOW
63.82,4,33.34,47.84,40.72,59.52,SUSPICIOUS,LIMITED
57.67,4,28.02,56.47,58.5,59.2,SUSPICIOUS,LIMITED
54.89,3,17.37,46.51,20.25,52.77,SUSPICIOUS,LIMITED
27.89,8,95.16,73.76,78.27,3.38,HIGH_RISK,DENY
23.18,12,115.98,89.85,70.15,15.78,HIGH_RISK,DENY
42.17,6,27.01,34.89,23.6,53.35,SUSPICIOUS,LIMITED
69.68,3,22.89,60.67,44.49,56.69,SUSPICIOUS,LIMITED
65.12,6,26.52,26.28,48.41,47.38,SUSPICIOUS,LIMITED
94.06,1,5.05,0.17,1.07,92.41,NORMAL,ALLOW
95.79,0,4.68,9.6,1.76,92.98,NORMAL,ALLOW
56.45,2,33.2,60.0,44.58,66.95,SUSPICIOUS,LIMITED
58.04,5,14.0,51.13,22.84,59.98,SUSPICIOUS,LIMITED
21.43,7,94.34,76.22,72.39,37.99,HIGH_RISK,DENY
9.46,11,99.97,98.07,84.93,34.08,HIGH_RISK,DENY
56.7,4,32.35,48.75,34.09,58.68,SUSPICIOUS,LIMITED
7.83,12,73.04,93.09,83.57,33.93,HIGH_RISK,DENY
54.39,2,24.39,46.23,40.53,38.24,SUSPICIOUS,LIMITED
13.07,11,64.17,76.47,93.91,13.15,HIGH_RISK,DENY
93.34,0,3.6,2.14,1.02,94.78,NORMAL,ALLOW
49.67,3,21.88,46.24,46.2,72.0,SUSPICIOUS,LIMITED
13.66,10,84.29,87.26,76.2,21.65,HIGH_RISK,DENY
87.09,0,6.87,4.71,0.55,90.76,NORMAL,ALLOW
0.81,9,93.09,100.0,96.62,28.6,HIGH_RISK,DENY
90.06,0,8.34,2.92,10.21,87.79,NORMAL,ALLOW
89.9,0,5.93,0.16,3.26,95.78,NORMAL,ALLOW
57.05,4,34.75,62.9,31.49,66.04,SUSPICIOUS,LIMITED
1.05,9,95.24,86.28,100.0,16.52,HIGH_RISK,DENY
87.92,0,11.9,1.3,0.65,91.71,NORMAL,ALLOW
92.87,0,4.76,2.51,0.42,94.77,NORMAL,ALLOW
47.95,5,23.81,42.74,36.74,69.64,SUSPICIOUS,LIMITED
62.65,6,22.43,38.66,38.07,53.3,SUSPICIOUS,LIMITED
7.66,8,67.11,79.01,77.48,12.19,HIGH_RISK,DENY
15.16,16,93.38,92.28,67.83,18.48,HIGH_RISK,DENY
16.06,9,75.59,90.44,100.0,28.03,HIGH_RISK,DENY
50.13,4,26.46,43.16,42.09,54.15,SUSPICIOUS,LIMITED
14.77,11,79.67,87.48,75.36,13.9,HIGH_RISK,DENY
55.11,4,41.67,65.19,37.72,72.0,SUSPICIOUS,LIMITED
20.62,14,78.18,78.7,93.92,22.94,HIGH_RISK,DENY
21.08,13,55.62,83.38,85.78,16.55,HIGH_RISK,DENY
26.68,10,93.29,87.03,81.32,17.49,HIGH_RISK,DENY
52.23,3,22.83,35.89,54.42,62.07,SUSPICIOUS,LIMITED
88.54,2,6.32,6.61,4.04,83.84,NORMAL,ALLOW
89.28,0,6.74,3.51,1.83,92.42,NORMAL,ALLOW
91.82,0,5.64,10.48,9.39,94.4,NORMAL,ALLOW
65.14,6,34.23,32.56,32.42,49.51,SUSPICIOUS,LIMITED
18.97,8,101.13,85.47,97.36,23.82,HIGH_RISK,DENY
10.89,7,52.69,81.03,100.0,25.06,HIGH_RISK,DENY
15.91,8,95.25,100.0,79.25,12.31,HIGH_RISK,DENY
87.22,0,5.7,9.04,1.17,96.74,NORMAL,ALLOW
15.05,9,73.44,84.73,77.24,14.78,HIGH_RISK,DENY
52.59,4,20.73,53.09,49.48,60.89,SUSPICIOUS,LIMITED
26.11,10,84.21,76.5,63.33,29.96,HIGH_RISK,DENY
52.18,6,39.82,54.03,38.86,52.79,SUSPICIOUS,LIMITED
11.26,6,93.95,85.32,72.98,24.63,HIGH_RISK,DENY
48.74,2,28.35,54.12,44.05,52.31,SUSPICIOUS,LIMITED
57.75,3,25.37,47.24,53.56,66.5,SUSPICIOUS,LIMITED
25.57,6,67.03,92.63,84.59,30.44,HIGH_RISK,DENY
28.34,14,63.51,84.9,77.79,23.91,HIGH_RISK,DENY
3.95,6,76.47,90.17,83.54,36.11,HIGH_RISK,DENY
20.07,9,82.07,90.88,88.27,6.51,HIGH_RISK,DENY
17.42,7,107.9,96.8,82.49,18.94,HIGH_RISK,DENY
95.11,0,6.02,9.13,1.71,93.46,NORMAL,ALLOW
92.92,1,4.32,9.54,0.07,94.27,NORMAL,ALLOW
50.45,4,27.2,44.28,18.31,59.2,SUSPICIOUS,LIMITED
9.87,13,61.15,87.0,67.48,38.0,HIGH_RISK,DENY
58.95,2,25.53,62.23,36.59,60.04,SUSPICIOUS,LIMITED
93.31,0,3.7,1.73,5.93,94.72,NORMAL,ALLOW
69.19,3,28.97,45.0,44.0,64.99,SUSPICIOUS,LIMITED
4.36,15,87.78,82.86,76.36,23.56,HIGH_RISK,DENY
92.13,0,2.51,1.99,1.26,96.08,NORMAL,ALLOW
93.11,0,4.91,6.87,0.29,91.0,NORMAL,ALLOW
0.0,6,100.23,75.43,89.85,13.8,HIGH_RISK,DENY
53.26,3,36.99,49.81,38.46,54.25,SUSPICIOUS,LIMITED
32.73,10,93.71,74.54,100.0,20.22,HIGH_RISK,DENY
53.31,5,25.62,48.19,45.3,55.86,SUSPICIOUS,LIMITED
19.37,9,98.14,91.78,62.77,17.65,HIGH_RISK,DENY
19.22,9,74.87,79.87,63.74,21.56,HIGH_RISK,DENY
94.61,1,10.82,4.53,4.48,97.9,NORMAL,ALLOW
2.84,12,104.05,80.07,57.02,3.9,HIGH_RISK,DENY
15.45,10,63.26,85.41,80.23,20.01,HIGH_RISK,DENY
44.33,6,28.53,58.51,47.09,61.96,SUSPICIOUS,LIMITED
40.03,4,27.24,46.4,24.61,55.33,SUSPICIOUS,LIMITED
86.59,0,2.06,2.51,0.49,91.9,NORMAL,ALLOW
92.41,0,3.63,3.12,2.29,82.77,NORMAL,ALLOW
46.84,5,24.86,36.37,45.19,54.25,SUSPICIOUS,LIMITED
46.15,3,37.59,43.25,51.27,65.63,SUSPICIOUS,LIMITED
5.67,14,108.74,96.3,70.05,21.31,HIGH_RISK,DENY
8.0,10,114.74,82.03,74.37,20.48,HIGH_RISK,DENY
48.89,5,24.79,63.64,52.2,61.12,SUSPICIOUS,LIMITED
5.08,7,100.13,99.11,76.98,21.4,HIGH_RISK,DENY
20.29,11,94.01,84.97,82.52,22.57,HIGH_RISK,DENY
97.25,0,4.9,5.82,3.25,97.19,NORMAL,ALLOW
50.91,4,26.02,48.42,27.93,61.29,SUSPICIOUS,LIMITED
9.52,17,91.61,89.21,69.73,11.71,HIGH_RISK,DENY
86.87,0,5.05,0.6,1.49,95.79,NORMAL,ALLOW
56.36,2,47.42,51.38,18.0,52.98,SUSPICIOUS,LIMITED
53.24,3,21.84,29.74,40.92,58.54,SUSPICIOUS,LIMITED
92.23,0,4.46,7.1,0.74,95.3,NORMAL,ALLOW
89.35,0,5.23,0.35,11.12,96.34,NORMAL,ALLOW
7.16,8,78.53,75.61,88.21,22.55,HIGH_RISK,DENY
27.95,9,91.38,83.73,68.6,36.98,HIGH_RISK,DENY
51.03,2,20.26,30.29,28.5,72.0,SUSPICIOUS,LIMITED
100.0,0,3.56,7.54,2.71,89.01,NORMAL,ALLOW
92.98,0,5.19,4.18,1.03,86.85,NORMAL,ALLOW
19.64,6,110.46,88.61,93.04,9.26,HIGH_RISK,DENY
64.04,4,19.49,49.73,51.08,62.59,SUSPICIOUS,LIMITED
86.25,1,8.55,0.23,6.35,87.6,NORMAL,ALLOW
16.51,7,94.72,89.26,84.94,26.02,HIGH_RISK,DENY
38.28,5,39.31,48.95,41.94,51.38,SUSPICIOUS,LIMITED
57.74,4,24.94,40.69,49.59,51.63,SUSPICIOUS,LIMITED
87.75,0,6.1,9.22,1.99,93.55,NORMAL,ALLOW
5.92,9,114.21,91.38,77.1,11.58,HIGH_RISK,DENY
95.2,0,2.71,1.46,4.75,91.66,NORMAL,ALLOW
52.62,2,22.95,39.23,41.82,59.29,SUSPICIOUS,LIMITED
43.77,2,36.49,55.95,41.34,47.1,SUSPICIOUS,LIMITED
50.94,2,33.06,23.25,44.1,72.0,SUSPICIOUS,LIMITED
86.71,0,2.83,7.93,5.88,96.38,NORMAL,ALLOW
48.01,6,27.44,50.45,52.8,68.58,SUSPICIOUS,LIMITED
18.34,10,76.78,71.1,87.51,16.51,HIGH_RISK,DENY
45.66,6,18.72,53.04,66.63,52.2,SUSPICIOUS,LIMITED
92.86,0,8.1,2.69,0.71,82.25,NORMAL,ALLOW
52.77,2,17.01,45.68,35.37,61.69,SUSPICIOUS,LIMITED
8.86,8,66.3,85.32,61.66,20.69,HIGH_RISK,DENY
22.11,12,126.89,87.04,82.87,16.92,HIGH_RISK,DENY
44.64,2,27.64,56.29,51.5,52.65,SUSPICIOUS,LIMITED
21.19,9,89.44,87.93,82.65,12.62,HIGH_RISK,DENY
42.47,2,29.66,53.23,55.87,65.09,SUSPICIOUS,LIMITED
99.48,0,1.81,4.2,6.36,100.0,NORMAL,ALLOW
52.18,2,15.88,58.38,37.02,57.27,SUSPICIOUS,LIMITED
89.0,2,4.41,2.45,0.79,91.37,NORMAL,ALLOW
91.84,0,3.68,3.19,0.69,87.63,NORMAL,ALLOW
17.99,10,83.28,88.95,78.47,9.79,HIGH_RISK,DENY
20.5,8,96.58,96.59,81.21,25.24,HIGH_RISK,DENY
87.69,0,6.02,1.79,0.39,89.39,NORMAL,ALLOW
47.74,3,24.05,46.0,42.86,49.26,SUSPICIOUS,LIMITED
64.76,4,40.91,43.64,37.01,57.02,SUSPICIOUS,LIMITED
13.82,6,114.25,92.01,73.05,30.25,HIGH_RISK,DENY
49.85,6,21.42,47.6,41.39,49.8,SUSPICIOUS,LIMITED
46.39,6,25.09,53.14,52.94,62.56,SUSPICIOUS,LIMITED
81.87,0,7.99,1.69,0.8,99.21,NORMAL,ALLOW
91.22,0,5.11,3.73,0.19,93.19,NORMAL,ALLOW
83.65,0,6.33,6.82,1.73,83.56,NORMAL,ALLOW
2.15,8,71.26,86.04,71.54,23.95,HIGH_RISK,DENY
61.19,5,42.92,50.82,49.82,62.54,SUSPICIOUS,LIMITED
63.56,2,26.43,32.29,36.96,41.34,SUSPICIOUS,LIMITED
93.54,0,11.49,18.0,0.21,96.45,NORMAL,ALLOW
94.36,0,11.57,12.37,0.41,100.0,NORMAL,ALLOW
6.96,7,95.44,78.49,70.2,14.66,HIGH_RISK,DENY
63.37,3,24.71,47.62,46.43,69.28,SUSPICIOUS,LIMITED
93.66,0,5.35,2.69,1.67,89.23,NORMAL,ALLOW
99.65,0,5.75,0.4,0.42,94.44,NORMAL,ALLOW
62.39,2,31.02,42.64,24.74,59.82,SUSPICIOUS,LIMITED
22.94,8,82.91,79.69,64.04,10.49,HIGH_RISK,DENY
94.39,0,4.09,1.4,1.26,90.53,NORMAL,ALLOW
50.01,6,21.03,45.6,61.42,67.19,SUSPICIOUS,LIMITED
42.76,4,32.43,55.09,39.38,54.06,SUSPICIOUS,LIMITED
14.62,13,48.0,79.11,63.64,5.93,HIGH_RISK,DENY
7.64,8,70.9,83.32,56.96,19.18,HIGH_RISK,DENY
53.74,2,33.19,53.98,56.93,64.25,SUSPICIOUS,LIMITED
89.18,0,5.01,2.65,1.58,90.7,NORMAL,ALLOW
24.86,13,75.31,85.05,66.04,36.4,HIGH_RISK,DENY
53.22,2,25.24,63.65,49.24,58.59,SUSPICIOUS,LIMITED
92.96,2,2.76,8.3,1.85,88.79,NORMAL,ALLOW
10.12,7,120.39,100.0,83.69,11.72,HIGH_RISK,DENY
47.55,2,29.55,44.22,62.54,45.8,SUSPICIOUS,LIMITED
20.81,6,55.87,83.71,91.35,26.43,HIGH_RISK,DENY
16.64,10,80.87,87.11,85.96,8.28,HIGH_RISK,DENY
19.72,12,84.61,85.44,83.41,35.88,HIGH_RISK,DENY
10.67,8,92.25,83.83,78.08,21.8,HIGH_RISK,DENY
25.82,6,72.29,94.85,72.41,7.92,HIGH_RISK,DENY
44.08,6,19.02,36.06,53.01,65.1,SUSPICIOUS,LIMITED
12.6,15,75.0,100.0,92.41,9.28,HIGH_RISK,DENY
85.6,1,3.92,5.65,2.09,92.42,NORMAL,ALLOW
7.84,9,81.66,90.31,76.82,12.82,HIGH_RISK,DENY
38.86,5,22.77,59.96,62.15,58.47,SUSPICIOUS,LIMITED
88.37,0,2.96,5.3,1.99,89.82,NORMAL,ALLOW
59.15,3,19.72,35.93,43.03,49.28,SUSPICIOUS,LIMITED
15.29,10,77.95,85.95,81.24,29.9,HIGH_RISK,DENY
14.66,11,105.9,91.12,84.73,28.68,HIGH_RISK,DENY
87.46,0,1.69,0.9,2.2,95.18,NORMAL,ALLOW
93.79,0,7.48,7.46,6.25,85.33,NORMAL,ALLOW
23.89,8,95.69,85.12,74.66,15.14,HIGH_RISK,DENY
49.49,2,25.2,48.46,36.21,56.39,SUSPICIOUS,LIMITED
16.86,7,101.27,93.87,70.45,17.38,HIGH_RISK,DENY
91.52,0,5.85,2.18,1.03,99.87,NORMAL,ALLOW
44.14,2,14.0,58.38,38.44,58.49,SUSPICIOUS,LIMITED
51.8,6,32.34,34.76,43.71,52.22,SUSPICIOUS,LIMITED
18.24,14,86.16,78.02,67.01,0.0,HIGH_RISK,DENY
38.0,5,27.34,33.8,30.27,51.56,SUSPICIOUS,LIMITED
93.25,0,5.56,10.59,0.45,85.06,NORMAL,ALLOW
12.31,12,94.87,76.82,56.62,6.84,HIGH_RISK,DENY
95.11,0,2.77,1.3,1.23,100.0,NORMAL,ALLOW
95.14,0,3.87,1.75,3.03,91.36,NORMAL,ALLOW
99.9,0,4.65,0.64,0.72,88.67,NORMAL,ALLOW
91.5,0,3.93,3.43,1.09,94.7,NORMAL,ALLOW
100.0,0,6.97,3.39,5.76,87.77,NORMAL,ALLOW
97.15,0,5.39,4.19,0.64,89.6,NORMAL,ALLOW
100.0,1,8.15,15.31,0.67,94.08,NORMAL,ALLOW
89.35,0,2.24,0.65,6.11,97.83,NORMAL,ALLOW
87.71,0,4.67,0.33,15.0,93.8,NORMAL,ALLOW
96.82,0,1.1,3.78,0.86,86.8,NORMAL,ALLOW
62.73,5,18.58,39.21,37.7,69.95,SUSPICIOUS,LIMITED
96.78,0,2.9,2.39,2.75,95.99,NORMAL,ALLOW
91.96,0,6.49,2.02,0.9,92.95,NORMAL,ALLOW
6.78,10,102.87,81.44,64.39,22.04,HIGH_RISK,DENY
41.98,5,28.15,35.71,18.54,65.91,SUSPICIOUS,LIMITED
50.02,5,30.37,48.78,33.29,69.13,SUSPICIOUS,LIMITED
29.76,11,122.99,91.48,72.37,28.89,HIGH_RISK,DENY
57.43,2,25.55,61.34,31.99,63.06,SUSPICIOUS,LIMITED
19.17,11,64.48,84.52,75.37,11.01,HIGH_RISK,DENY
59.88,3,23.18,47.11,21.05,42.63,SUSPICIOUS,LIMITED
55.41,5,14.0,42.63,46.87,54.19,SUSPICIOUS,LIMITED
55.12,2,32.83,51.99,58.49,65.35,SUSPICIOUS,LIMITED
46.73,3,22.13,41.6,45.23,72.0,SUSPICIOUS,LIMITED
49.62,3,35.54,46.48,39.68,62.28,SUSPICIOUS,LIMITED
63.12,6,18.73,32.9,40.84,65.63,SUSPICIOUS,LIMITED
50.47,2,24.3,49.4,39.99,56.09,SUSPICIOUS,LIMITED
84.61,0,3.62,3.67,1.01,93.63,NORMAL,ALLOW
19.4,6,74.29,76.31,78.99,9.36,HIGH_RISK,DENY
22.41,16,75.07,78.1,100.0,13.75,HIGH_RISK,DENY
7.33,15,68.85,89.77,81.63,27.52,HIGH_RISK,DENY
12.49,10,90.97,78.89,76.75,27.23,HIGH_RISK,DENY
95.96,1,2.8,1.18,1.22,94.89,NORMAL,ALLOW
63.09,4,31.34,32.79,36.18,54.57,SUSPICIOUS,LIMITED
81.66,0,1.0,0.21,0.0,95.14,NORMAL,ALLOW
52.23,5,22.17,35.7,41.05,38.0,SUSPICIOUS,LIMITED
19.21,14,81.16,84.3,72.15,18.85,HIGH_RISK,DENY
21.67,14,59.13,87.35,79.77,26.03,HIGH_RISK,DENY
86.98,1,6.01,0.71,4.44,86.87,NORMAL,ALLOW
14.0,16,70.87,95.03,71.3,19.33,HIGH_RISK,DENY
4.25,13,80.05,75.06,80.2,3.99,HIGH_RISK,DENY
41.0,5,27.13,51.32,25.18,64.34,SUSPICIOUS,LIMITED
55.55,5,26.79,54.62,56.27,62.9,SUSPICIOUS,LIMITED
6.42,7,96.2,78.39,79.86,15.5,HIGH_RISK,DENY
46.16,3,16.71,54.19,35.82,53.59,SUSPICIOUS,LIMITED
25.54,10,80.18,90.5,99.2,16.75,HIGH_RISK,DENY
96.58,1,4.32,0.98,0.48,96.22,NORMAL,ALLOW
59.58,3,40.38,42.7,44.81,72.0,SUSPICIOUS,LIMITED
14.9,11,95.72,88.83,73.2,32.08,HIGH_RISK,DENY
49.86,2,39.17,42.31,38.59,63.65,SUSPICIOUS,LIMITED
90.76,1,5.56,8.32,9.82,89.35,NORMAL,ALLOW
92.15,0,3.62,0.22,8.69,100.0,NORMAL,ALLOW
71.62,2,26.01,44.04,26.63,66.39,SUSPICIOUS,LIMITED
97.15,1,4.72,12.1,2.57,83.09,NORMAL,ALLOW
26.69,10,118.78,89.8,82.73,28.36,HIGH_RISK,DENY
42.17,2,29.8,36.48,21.42,56.36,SUSPICIOUS,LIMITED
51.15,6,45.14,58.4,29.95,72.0,SUSPICIOUS,LIMITED
12.05,6,86.55,84.46,84.13,20.09,HIGH_RISK,DENY
12.05,9,94.32,71.19,74.81,38.0,HIGH_RISK,DENY
46.84,3,28.17,54.16,40.85,67.0,SUSPICIOUS,LIMITED
39.76,3,33.23,47.48,36.8,68.68,SUSPICIOUS,LIMITED
100.0,1,4.35,18.0,0.55,92.01,NORMAL,ALLOW
29.85,6,95.92,76.68,77.08,23.9,HIGH_RISK,DENY
96.39,0,1.59,3.63,1.84,87.36,NORMAL,ALLOW
100.0,0,4.45,6.32,10.5,94.16,NORMAL,ALLOW
4.54,12,63.87,70.07,68.4,20.21,HIGH_RISK,DENY
54.19,5,23.8,39.33,35.48,58.08,SUSPICIOUS,LIMITED
46.16,5,28.67,40.41,34.31,66.38,SUSPICIOUS,LIMITED
69.11,5,34.45,41.59,47.59,57.49,SUSPICIOUS,LIMITED
87.72,0,8.19,4.51,2.83,90.82,NORMAL,ALLOW
88.87,0,3.09,7.05,1.7,96.54,NORMAL,ALLOW
93.57,0,1.67,2.82,6.52,89.34,NORMAL,ALLOW
49.44,2,22.09,44.42,31.79,71.17,SUSPICIOUS,LIMITED
63.58,2,29.28,31.24,38.21,67.07,SUSPICIOUS,LIMITED
18.51,8,58.42,78.36,86.36,12.3,HIGH_RISK,DENY
82.24,0,7.72,1.8,1.02,90.58,NORMAL,ALLOW
8.26,13,87.4,77.51,90.47,30.45,HIGH_RISK,DENY
97.29,0,3.97,0.05,1.98,90.69,NORMAL,ALLOW
51.25,3,32.82,46.65,29.99,46.8,SUSPICIOUS,LIMITED
50.07,4,31.8,43.4,21.56,47.68,SUSPICIOUS,LIMITED
97.46,0,8.27,2.6,1.42,97.36,NORMAL,ALLOW
100.0,0,3.42,4.4,0.75,90.08,NORMAL,ALLOW
51.91,4,27.52,57.3,65.62,50.39,SUSPICIOUS,LIMITED
85.26,0,2.03,1.75,1.62,88.17,NORMAL,ALLOW
93.76,1,5.75,1.75,3.26,93.09,NORMAL,ALLOW
52.07,2,26.58,37.51,27.57,72.0,SUSPICIOUS,LIMITED
15.12,7,82.22,92.63,76.88,25.65,HIGH_RISK,DENY
90.42,0,3.51,9.04,1.25,88.93,NORMAL,ALLOW
92.13,0,4.37,2.25,0.1,84.51,NORMAL,ALLOW
67.51,2,25.83,48.42,49.25,46.96,SUSPICIOUS,LIMITED
20.88,8,100.33,100.0,75.78,27.18,HIGH_RISK,DENY
20.71,10,78.35,87.33,77.43,21.83,HIGH_RISK,DENY
97.79,0,5.09,1.87,0.21,95.33,NORMAL,ALLOW
93.45,0,3.95,0.06,5.57,92.02,NORMAL,ALLOW
60.83,3,16.69,53.62,35.48,66.94,SUSPICIOUS,LIMITED
49.3,4,30.54,37.93,33.51,58.53,SUSPICIOUS,LIMITED
62.72,4,24.18,46.15,53.66,49.49,SUSPICIOUS,LIMITED
17.59,6,73.76,77.43,88.84,22.18,HIGH_RISK,DENY
93.22,0,7.45,8.46,3.57,97.92,NORMAL,ALLOW
49.3,2,23.83,22.0,46.87,72.0,SUSPICIOUS,LIMITED
85.4,0,4.77,1.08,1.06,100.0,NORMAL,ALLOW
15.12,12,90.22,85.41,75.05,19.42,HIGH_RISK,DENY
11.79,8,101.56,92.76,80.97,31.17,HIGH_RISK,DENY
54.29,6,24.82,46.48,31.21,56.52,SUSPICIOUS,LIMITED
88.81,0,8.74,8.42,3.13,100.0,NORMAL,ALLOW
88.62,1,3.98,1.36,0.8,83.49,NORMAL,ALLOW
56.56,3,32.6,51.93,48.27,55.73,SUSPICIOUS,LIMITED
7.45,8,86.29,81.26,86.71,25.86,HIGH_RISK,DENY
55.49,4,18.54,41.12,50.64,48.25,SUSPICIOUS,LIMITED
88.43,0,4.14,2.98,1.33,96.73,NORMAL,ALLOW
92.53,0,3.17,0.87,12.21,83.54,NORMAL,ALLOW
89.27,0,4.48,1.34,0.2,88.57,NORMAL,ALLOW
58.87,2,22.33,51.0,47.97,71.23,SUSPICIOUS,LIMITED
3.33,6,81.66,86.77,86.32,29.14,HIGH_RISK,DENY
9.17,16,91.74,89.11,62.82,25.52,HIGH_RISK,DENY
92.07,1,6.15,4.9,0.89,96.36,NORMAL,ALLOW
20.66,8,106.06,83.48,79.66,19.47,HIGH_RISK,DENY
38.0,2,31.55,36.75,57.66,62.99,SUSPICIOUS,LIMITED
53.44,4,27.72,50.57,40.93,47.5,SUSPICIOUS,LIMITED
